"MISSION","SETNO","SPECIES_CODE","SCIENTIFIC_NAME","COMMON_NAME","NUMBER_CAUGHT","BIOMASS","COMMENTS"
"BOF2016001",21,10,"Gadus morhua","Atlantic cod",1,424,""
"BOF2016001",21,2527,"Hyas araneus","toad crab",1,68,""
"BOF2016001",21,8613,"Suberites ficus","fig sponge",5,1313,""
"BOF2016001",23,143,"Scophthalmus aquosus","windowpane flounder",23,324,""
"BOF2016001",23,40,"Hippoglossoides platessoides","American plaice",1,40,""
"BOF2016001",23,,"Asterias vulgaris","northern sea star",3,340,""
"BOF2016001",23,6119,"Henricia sanguinolenta","blood star",1,3,""
"BOF2016001",23,2417,"Crangon septemspinosa","sand shrimp",2,1,""
"BOF2016001",23,6411,"Strongylocentrotus droebachiensis","green sea urchin",45,510,""
"BOF2016001",23,2212,"Pandalus montagui","Montague shrimp",30,133,""
"BOF2016001",23,3504,"Harmothoe imbricata","15-scale worm",1,1,""
"BOF2016001",23,2513,"Cancer irroratus","rock crab",1,46,""
"BOF2016001",23,2527,"Hyas araneus","toad crab",1,27,""
"BOF2016001",23,8613,"Suberites ficus","fig sponge",1,262,""
"BOF2016001",23,8311,"Metridium senile","frilled anemone",1,11,""
"BOF2016001",23,,"Ciona intestinalis","sea vase",1,1,""
"BOF2016001",23,13,"Urophycis chuss","red hake",46,6114,""
"BOF2016001",23,220,"Squalus acanthias","spiny dogfish",4,7554,""
"BOF2016001",23,320,"Hemitripterus americanus","sea raven",5,2388,""
"BOF2016001",23,203,"Leucoraja erinacea","little skate",10,6329,""
"BOF2016001",23,6611,"Cucumaria frondosa","orange-footed sea cucumber",11,2194,""
"BOF2016001",23,14,"Merluccius bilinearis","silver hake",80,7684,""
"BOF2016001",23,12,"Urophycis tenuis","white hake",83,13309,""
"BOF2016001",24,2550,"Homarus americanus","American lobster",18,6717,""
"BOF2016001",24,70,"Scomber scombrus","mackerel",55,5402,""
"BOF2016001",24,62,"Alosa pseudoharengus","alewife",372,22338,""
"BOF2016001",24,14,"Merluccius bilinearis","silver hake",35,3645,""
"BOF2016001",24,640,"Zoarces americanus","ocean pout",1,196,""
"BOF2016001",24,17,"Microgadus tomcod","Atlantic tomcod",1,242,""
"BOF2016001",24,301,"Myoxocephalus scorpius","shorthorn sculpin",1,64,""
"BOF2016001",24,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",3,94,""
"BOF2016001",24,43,"Pseudopleuronectes americanus","winter flounder",23,492,""
"BOF2016001",24,6611,"Cucumaria frondosa","orange-footed sea cucumber",1,202,""
"BOF2016001",24,4332,"Modiolus modiolus","horse mussel",1,160,""
"BOF2016001",24,63,"Osmerus mordax","smelt",7,496,""
"BOF2016001",24,,"Doryteuthis pealeii","longfin inshore squid",1,94,""
"BOF2016001",24,2414,"Sclerocrangon boreas","sculptured shrimp",6,32,""
"BOF2016001",24,2417,"Crangon septemspinosa","sand shrimp",47,96,""
"BOF2016001",24,2527,"Hyas araneus","toad crab",1,4,""
"BOF2016001",24,4321,"Placopecten magellanicus","deep sea scallop",6,36,""
"BOF2016001",24,2212,"Pandalus montagui","Montague shrimp",42,124,""
"BOF2016001",24,6119,"Henricia sanguinolenta","blood star",1,1,""
"BOF2016001",24,8311,"Metridium senile","frilled anemone",1,13,""
"BOF2016001",24,,"Ciona intestinalis","sea vase",11,53,""
"BOF2016001",25,2550,"Homarus americanus","American lobster",176,78553,""
"BOF2016001",25,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",21,2157,""
"BOF2016001",25,220,"Squalus acanthias","spiny dogfish",6,11954,""
"BOF2016001",25,,"Doryteuthis pealeii","longfin inshore squid",2,214,""
"BOF2016001",25,10,"Gadus morhua","Atlantic cod",1,156,""
"BOF2016001",25,,"Prionotus corolinus","northern sea robin",2,408,""
"BOF2016001",25,320,"Hemitripterus americanus","sea raven",2,1348,""
"BOF2016001",25,143,"Scophthalmus aquosus","windowpane flounder",1,12,""
"BOF2016001",25,204,"Leucoraja ocellata","winter skate",1,666,""
"BOF2016001",25,202,"Malacoraja senta","smooth skate",1,130,""
"BOF2016001",25,114,"Enchelyopus cimbrius","fourbeard rockling",2,86,""
"BOF2016001",25,400,"Lophius americanus","monkfish",2,26,""
"BOF2016001",25,2513,"Cancer irroratus","rock crab",1,158,""
"BOF2016001",25,621,"Pholis gunnellus","rock gunnel",1,6,""
"BOF2016001",25,2417,"Crangon septemspinosa","sand shrimp",5,8,""
"BOF2016001",25,2212,"Pandalus montagui","Montague shrimp",8,32,""
"BOF2016001",25,,"Flabellina pellucida","red-gilled nudibranch",1,2,""
"BOF2016001",25,2414,"Sclerocrangon boreas","sculptured shrimp",1,4,""
"BOF2016001",25,60,"Clupea harengus","herring",1,54,""
"BOF2016001",25,70,"Scomber scombrus","mackerel",1,88,""
"BOF2016001",25,,"Asterias vulgaris","northern sea star",1,12,""
"BOF2016001",25,,"Ciona intestinalis","sea vase",1,6,""
"BOF2016001",25,4319,"Hiatella arctica","Arctic rock borer",1,2,""
"BOF2016001",25,,"Unidentified sponge","Unidentified sponge",3,860,""
"BOF2016001",25,8613,"Suberites ficus","fig sponge",5,94,""
"BOF2016001",25,,"Unidentified bryozoan","Unidentified bryozoan",1,514,""
"BOF2016001",25,43,"Pseudopleuronectes americanus","winter flounder",50,5364,""
"BOF2016001",25,14,"Merluccius bilinearis","silver hake",27,2774,""
"BOF2016001",25,13,"Urophycis chuss","red hake",89,8132,""
"BOF2016001",25,12,"Urophycis tenuis","white hake",23,3236,""
"BOF2016001",26,2550,"Homarus americanus","American lobster",13,8397,""
"BOF2016001",26,43,"Pseudopleuronectes americanus","winter flounder",18,754,""
"BOF2016001",26,14,"Merluccius bilinearis","silver hake",11,850,""
"BOF2016001",26,4511,"Illex illecebrosus","shortfin squid",2,173,""
"BOF2016001",26,2417,"Crangon septemspinosa","sand shrimp",536,2212,""
"BOF2016001",26,6211,"Ophiopholis aculeata","daisy brittle star",1,1,""
"BOF2016001",26,,"Ciona intestinalis","sea vase",1,1,""
"BOF2016001",26,63,"Osmerus mordax","smelt",26,956,""
"BOF2016001",26,70,"Scomber scombrus","mackerel",34,3242,""
"BOF2016001",26,62,"Alosa pseudoharengus","alewife",146,798,""
"BOF2016001",26,4321,"Placopecten magellanicus","deep sea scallop",1,2,""
"BOF2016001",1,8010,"Aurelia aurita","moon jelly",37,995,""
"BOF2016001",1,43,"Pseudopleuronectes americanus","winter flounder",139,6672,""
"BOF2016001",1,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",4,454,""
"BOF2016001",1,14,"Merluccius bilinearis","silver hake",136,4066,""
"BOF2016001",1,63,"Osmerus mordax","smelt",1,28,""
"BOF2016001",1,501,"Cyclopterus lumpus","lumpfish",1,528,""
"BOF2016001",1,2550,"Homarus americanus","American lobster",20,20797,""
"BOF2016001",1,2513,"Cancer irroratus","rock crab",2,226,""
"BOF2016001",1,,"Asterias vulgaris","northern sea star",2,409,""
"BOF2016001",1,62,"Alosa pseudoharengus","alewife",1,46,""
"BOF2016001",1,11,"Melanogrammus aeglefinus","haddock",1,7,""
"BOF2016001",1,2417,"Crangon septemspinosa","sand shrimp",1,3,""
"BOF2016001",1,2212,"Pandalus montagui","Montague shrimp",29,86,""
"BOF2016001",1,3183,"Nephtys incisa","Nephtys incisa",1,3,""
"BOF2016001",1,,"Unidentified jellyfish","Unidentified jellyfish",1,29,""
"BOF2016001",1,60,"Clupea harengus","herring",59,1198,""
"BOF2016001",2,2211,"Pandalus borealis","northern shrimp",18,170,""
"BOF2016001",2,2550,"Homarus americanus","American lobster",14,8696,""
"BOF2016001",2,6115,"Ctenodiscus crispatus","mud star",6,52,""
"BOF2016001",2,2513,"Cancer irroratus","rock crab",1,101,""
"BOF2016001",2,701,"Peprilus triacanthus","butterfish ",10,456,""
"BOF2016001",2,400,"Lophius americanus","monkfish",1,478,""
"BOF2016001",2,63,"Osmerus mordax","smelt",1,34,""
"BOF2016001",2,12,"Urophycis tenuis","white hake",2,154,""
"BOF2016001",2,13,"Urophycis chuss","red hake",1,48,""
"BOF2016001",2,,"Doryteuthis pealeii","longfin inshore squid",3,115,""
"BOF2016001",2,4511,"Illex illecebrosus","shortfin squid",2,12,""
"BOF2016001",2,8010,"Aurelia aurita","moon jelly",5,281,""
"BOF2016001",2,,"Bolinopsis infundibulum","comb jelly",2,3,""
"BOF2016001",2,43,"Pseudopleuronectes americanus","winter flounder",47,8262,""
"BOF2016001",2,2212,"Pandalus montagui","Montague shrimp",392,1003,""
"BOF2016001",2,60,"Clupea harengus","herring",111,3533,""
"BOF2016001",2,62,"Alosa pseudoharengus","alewife",13,566,""
"BOF2016001",2,40,"Hippoglossoides platessoides","American plaice",36,1653,""
"BOF2016001",2,14,"Merluccius bilinearis","silver hake",487,14636,""
"BOF2016001",3,2550,"Homarus americanus","American lobster",18,14149,""
"BOF2016001",3,2211,"Pandalus borealis","northern shrimp",6,68,""
"BOF2016001",3,6211,"Ophiopholis aculeata","daisy brittle star",17,27,""
"BOF2016001",3,6115,"Ctenodiscus crispatus","mud star",2,4,""
"BOF2016001",3,4321,"Placopecten magellanicus","deep sea scallop",3,8,""
"BOF2016001",3,701,"Peprilus triacanthus","butterfish ",3,124,""
"BOF2016001",3,40,"Hippoglossoides platessoides","American plaice",6,180,""
"BOF2016001",3,,"Rajella bathyphilus","deepwater ray",1,103,""
"BOF2016001",3,203,"Leucoraja erinacea","little skate",2,7,""
"BOF2016001",3,114,"Enchelyopus cimbrius","fourbeard rockling",1,53,""
"BOF2016001",3,12,"Urophycis tenuis","white hake",8,1255,""
"BOF2016001",3,13,"Urophycis chuss","red hake",2,48,""
"BOF2016001",3,,"Doryteuthis pealeii","longfin inshore squid",1,52,""
"BOF2016001",3,4511,"Illex illecebrosus","shortfin squid",1,10,""
"BOF2016001",3,62,"Alosa pseudoharengus","alewife",1,135,""
"BOF2016001",3,11,"Melanogrammus aeglefinus","haddock",1,74,""
"BOF2016001",3,283,"Sebastes fasciatus","Acadian redfish",5,256,""
"BOF2016001",3,8010,"Aurelia aurita","moon jelly",7,341,""
"BOF2016001",3,,"Asterias vulgaris","northern sea star",1,3,""
"BOF2016001",3,,"Unidentified sponge","Unidentified sponge",1,2,""
"BOF2016001",3,60,"Clupea harengus","herring",8,546,""
"BOF2016001",3,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,309,""
"BOF2016001",3,320,"Hemitripterus americanus","sea raven",2,2338,""
"BOF2016001",3,640,"Zoarces americanus","ocean pout",2,546,""
"BOF2016001",3,14,"Merluccius bilinearis","silver hake",346,13837,""
"BOF2016001",3,43,"Pseudopleuronectes americanus","winter flounder",31,5914,""
"BOF2016001",3,2212,"Pandalus montagui","Montague shrimp",309,1522,""
"BOF2016001",4,2550,"Homarus americanus","American lobster",122,51385,""
"BOF2016001",4,2513,"Cancer irroratus","rock crab",5,720,""
"BOF2016001",4,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",12,1481,""
"BOF2016001",4,63,"Osmerus mordax","smelt",12,436,""
"BOF2016001",4,60,"Clupea harengus","herring",11,422,""
"BOF2016001",4,10,"Gadus morhua","Atlantic cod",1,160,""
"BOF2016001",4,,"Doryteuthis pealeii","longfin inshore squid",4,134,""
"BOF2016001",4,203,"Leucoraja erinacea","little skate",1,209,""
"BOF2016001",4,701,"Peprilus triacanthus","butterfish ",1,73,""
"BOF2016001",4,40,"Hippoglossoides platessoides","American plaice",4,160,""
"BOF2016001",4,143,"Scophthalmus aquosus","windowpane flounder",2,94,""
"BOF2016001",4,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,15,""
"BOF2016001",4,12,"Urophycis tenuis","white hake",3,298,""
"BOF2016001",4,13,"Urophycis chuss","red hake",2,74,""
"BOF2016001",4,4331,"Mytilus edulis","blue mussel",1,32,""
"BOF2016001",4,,"encrusting sponge","encrusting sponge",1,135,""
"BOF2016001",4,43,"Pseudopleuronectes americanus","winter flounder",88,8342,""
"BOF2016001",4,62,"Alosa pseudoharengus","alewife",59,8093,""
"BOF2016001",4,14,"Merluccius bilinearis","silver hake",680,20431,""
"BOF2016001",4,6611,"Cucumaria frondosa","orange-footed sea cucumber",13,3878,""
"BOF2016001",4,8010,"Aurelia aurita","moon jelly",154,4154,""
"BOF2016001",4,2211,"Pandalus borealis","northern shrimp",210,1716,""
"BOF2016001",4,2212,"Pandalus montagui","Montague shrimp",457,1794,""
"BOF2016001",5,2550,"Homarus americanus","American lobster",20,10610,""
"BOF2016001",5,2513,"Cancer irroratus","rock crab",1,150,""
"BOF2016001",5,4321,"Placopecten magellanicus","deep sea scallop",4,5,""
"BOF2016001",5,4323,"Mercenaria mercenaria","quahog",2,12,""
"BOF2016001",5,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,98,""
"BOF2016001",5,400,"Lophius americanus","monkfish",1,127,""
"BOF2016001",5,,"Unidentified cucumber","Unidentified cucumber",1,503,""
"BOF2016001",5,,"Doryteuthis pealeii","longfin inshore squid",2,150,""
"BOF2016001",5,283,"Sebastes fasciatus","Acadian redfish",1,9,""
"BOF2016001",5,62,"Alosa pseudoharengus","alewife",1,111,""
"BOF2016001",5,12,"Urophycis tenuis","white hake",9,320,""
"BOF2016001",5,13,"Urophycis chuss","red hake",9,543,""
"BOF2016001",5,,"Unidentified sponge","Unidentified sponge",1,254,""
"BOF2016001",5,2212,"Pandalus montagui","Montague shrimp",1,2,""
"BOF2016001",5,4342,"Clinocardium ciliatum","Iceland cockle",1,8,""
"BOF2016001",5,43,"Pseudopleuronectes americanus","winter flounder",92,4508,""
"BOF2016001",5,14,"Merluccius bilinearis","silver hake",450,22037,""
"BOF2016001",6,2550,"Homarus americanus","American lobster",319,221397,""
"BOF2016001",6,2513,"Cancer irroratus","rock crab",1,247,""
"BOF2016001",6,13,"Urophycis chuss","red hake",1,42,""
"BOF2016001",6,14,"Merluccius bilinearis","silver hake",3122,156100,""
"BOF2016001",6,,"Doryteuthis pealeii","longfin inshore squid",8,357,""
"BOF2016001",6,4511,"Illex illecebrosus","shortfin squid",1,30,""
"BOF2016001",6,43,"Pseudopleuronectes americanus","winter flounder",139,8152,""
"BOF2016001",6,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,193,""
"BOF2016001",6,400,"Lophius americanus","monkfish",1,325,""
"BOF2016001",6,701,"Peprilus triacanthus","butterfish ",15,690,""
"BOF2016001",6,10,"Gadus morhua","Atlantic cod",2,203,""
"BOF2016001",6,16,"Pollachius virens ","pollock",1,303,""
"BOF2016001",6,62,"Alosa pseudoharengus","alewife",3,282,""
"BOF2016001",6,60,"Clupea harengus","herring",2,170,""
"BOF2016001",6,11,"Melanogrammus aeglefinus","haddock",1,12,""
"BOF2016001",6,13,"Urophycis chuss","red hake",3,140,""
"BOF2016001",6,,"Asterias vulgaris","northern sea star",2,134,""
"BOF2016001",6,2212,"Pandalus montagui","Montague shrimp",5,17,""
"BOF2016001",6,,"Unidentified sponge","Unidentified sponge",1,9,""
"BOF2016001",7,2550,"Homarus americanus","American lobster",31,17635,""
"BOF2016001",7,400,"Lophius americanus","monkfish",2,654,""
"BOF2016001",7,40,"Hippoglossoides platessoides","American plaice",25,964,""
"BOF2016001",7,41,"Glyptocephalus cynoglossus","witch flounder",1,16,""
"BOF2016001",7,70,"Scomber scombrus","mackerel",4,330,""
"BOF2016001",7,12,"Urophycis tenuis","white hake",1,104,""
"BOF2016001",7,60,"Clupea harengus","herring",10,435,""
"BOF2016001",7,62,"Alosa pseudoharengus","alewife",3,170,""
"BOF2016001",7,11,"Melanogrammus aeglefinus","haddock",1,24,""
"BOF2016001",7,,"Doryteuthis pealeii","longfin inshore squid",1,34,""
"BOF2016001",7,,"Cuaudina arenata","rat-tailed sea cucumber",1,14,""
"BOF2016001",7,2211,"Pandalus borealis","northern shrimp",4,38,""
"BOF2016001",7,2212,"Pandalus montagui","Montague shrimp",55,166,""
"BOF2016001",7,6115,"Ctenodiscus crispatus","mud star",2,12,""
"BOF2016001",7,4338,"Astarte castanea","chestnut astarte",4,36,""
"BOF2016001",7,43,"Pseudopleuronectes americanus","winter flounder",33,5969,""
"BOF2016001",7,14,"Merluccius bilinearis","silver hake",2485,134200,""
"BOF2016001",8,2550,"Homarus americanus","American lobster",29,14888,""
"BOF2016001",8,14,"Merluccius bilinearis","silver hake",70,3584,""
"BOF2016001",8,63,"Osmerus mordax","smelt",2,104,""
"BOF2016001",8,6211,"Ophiopholis aculeata","daisy brittle star",282,355,""
"BOF2016001",8,43,"Pseudopleuronectes americanus","winter flounder",8,247,""
"BOF2016001",8,61,"Alosa sapidissima","shad",1,126,""
"BOF2016001",8,40,"Hippoglossoides platessoides","American plaice",9,153,""
"BOF2016001",8,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",3,69,""
"BOF2016001",8,2414,"Sclerocrangon boreas","sculptured shrimp",2,23,""
"BOF2016001",8,2319,"Lebbeus groenlandicus","Greenland shrimp",2,19,""
"BOF2016001",8,2212,"Pandalus montagui","Montague shrimp",1,2,""
"BOF2016001",8,2521,"Hyas coarctatus","lesser toad crab",1,20,""
"BOF2016001",8,2513,"Cancer irroratus","rock crab",2,133,""
"BOF2016001",8,320,"Hemitripterus americanus","sea raven",1,140,""
"BOF2016001",8,,"Doryteuthis pealeii","longfin inshore squid",1,31,""
"BOF2016001",8,6115,"Ctenodiscus crispatus","mud star",14,75,""
"BOF2016001",9,220,"Squalus acanthias","spiny dogfish",7,12854,""
"BOF2016001",9,43,"Pseudopleuronectes americanus","winter flounder",200,14618,""
"BOF2016001",9,14,"Merluccius bilinearis","silver hake",219,11424,""
"BOF2016001",9,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",12,1130,""
"BOF2016001",9,400,"Lophius americanus","monkfish",2,1106,""
"BOF2016001",9,143,"Scophthalmus aquosus","windowpane flounder",3,338,""
"BOF2016001",9,63,"Osmerus mordax","smelt",1,24,""
"BOF2016001",9,,"Asterias vulgaris","northern sea star",6,654,""
"BOF2016001",9,2212,"Pandalus montagui","Montague shrimp",10,22,""
"BOF2016001",9,,"Doryteuthis pealeii","longfin inshore squid",2,94,""
"BOF2016001",9,8613,"Suberites ficus","fig sponge",1,96,""
"BOF2016001",9,4342,"Clinocardium ciliatum","Iceland cockle",3,10,""
"BOF2016001",9,4323,"Mercenaria mercenaria","quahog",4,54,""
"BOF2016001",9,2550,"Homarus americanus","American lobster",50,43502,""
"BOF2016001",9,2511,"Cancer borealis","Jonah crab",1,530,""
"BOF2016001",9,2513,"Cancer irroratus","rock crab",5,544,""
"BOF2016001",9,2521,"Hyas coarctatus","lesser toad crab",1,18,""
"BOF2016001",9,701,"Peprilus triacanthus","butterfish ",16,725,""
"BOF2016001",9,12,"Urophycis tenuis","white hake",17,1581,""
"BOF2016001",9,13,"Urophycis chuss","red hake",11,732,""
"BOF2016001",10,2550,"Homarus americanus","American lobster",107,79400,""
"BOF2016001",10,43,"Pseudopleuronectes americanus","winter flounder",115,21152,""
"BOF2016001",10,501,"Cyclopterus lumpus","lumpfish",1,180,""
"BOF2016001",10,701,"Peprilus triacanthus","butterfish ",11,534,""
"BOF2016001",10,320,"Hemitripterus americanus","sea raven",1,1052,""
"BOF2016001",10,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",6,833,""
"BOF2016001",10,10,"Gadus morhua","Atlantic cod",2,308,""
"BOF2016001",10,620,"Lycodes lavalaei","Laval's eelpout",1,180,""
"BOF2016001",10,40,"Hippoglossoides platessoides","American plaice",1,26,""
"BOF2016001",10,143,"Scophthalmus aquosus","windowpane flounder",1,23,""
"BOF2016001",10,203,"Leucoraja erinacea","little skate",1,66,""
"BOF2016001",10,60,"Clupea harengus","herring",2,207,""
"BOF2016001",10,2513,"Cancer irroratus","rock crab",1,20,""
"BOF2016001",10,,"Doryteuthis pealeii","longfin inshore squid",5,234,""
"BOF2016001",10,,"Asterias vulgaris","northern sea star",7,577,""
"BOF2016001",10,2212,"Pandalus montagui","Montague shrimp",18,74,""
"BOF2016001",10,12,"Urophycis tenuis","white hake",38,5070,""
"BOF2016001",10,13,"Urophycis chuss","red hake",9,465,""
"BOF2016001",10,14,"Merluccius bilinearis","silver hake",3556,177813,""
"BOF2016001",11,2550,"Homarus americanus","American lobster",95,45676,""
"BOF2016001",11,14,"Merluccius bilinearis","silver hake",261,11248,""
"BOF2016001",11,,"Rajella bathyphilus","deepwater ray",1,31,""
"BOF2016001",11,701,"Peprilus triacanthus","butterfish ",4,233,""
"BOF2016001",11,,"Asterias vulgaris","northern sea star",1,141,""
"BOF2016001",11,62,"Alosa pseudoharengus","alewife",1,67,""
"BOF2016001",11,63,"Osmerus mordax","smelt",3,117,""
"BOF2016001",11,12,"Urophycis tenuis","white hake",1,91,""
"BOF2016001",11,,"Doryteuthis pealeii","longfin inshore squid",13,606,""
"BOF2016001",11,2417,"Crangon septemspinosa","sand shrimp",1,4,""
"BOF2016001",11,43,"Pseudopleuronectes americanus","winter flounder",53,4164,""
"BOF2016001",11,143,"Scophthalmus aquosus","windowpane flounder",2,175,""
"BOF2016001",12,2550,"Homarus americanus","American lobster",80,63656,""
"BOF2016001",12,43,"Pseudopleuronectes americanus","winter flounder",233,11213,""
"BOF2016001",12,14,"Merluccius bilinearis","silver hake",23,1709,""
"BOF2016001",12,,"Asterias vulgaris","northern sea star",2,132,""
"BOF2016001",12,8613,"Suberites ficus","fig sponge",2,118,""
"BOF2016001",12,2212,"Pandalus montagui","Montague shrimp",8,18,""
"BOF2016001",12,2417,"Crangon septemspinosa","sand shrimp",1,2,""
"BOF2016001",12,4342,"Clinocardium ciliatum","Iceland cockle",8,22,""
"BOF2016001",12,4338,"Astarte castanea","chestnut astarte",8,148,""
"BOF2016001",12,4323,"Mercenaria mercenaria","quahog",6,52,""
"BOF2016001",12,,"Pitar morrhuanus","false quahog",6,22,""
"BOF2016001",12,203,"Leucoraja erinacea","little skate",1,230,""
"BOF2016001",12,501,"Cyclopterus lumpus","lumpfish",1,148,""
"BOF2016001",12,143,"Scophthalmus aquosus","windowpane flounder",6,349,""
"BOF2016001",12,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",7,739,""
"BOF2016001",12,2513,"Cancer irroratus","rock crab",4,950,""
"BOF2016001",12,70,"Scomber scombrus","mackerel",1,118,""
"BOF2016001",12,701,"Peprilus triacanthus","butterfish ",2,77,""
"BOF2016001",12,11,"Melanogrammus aeglefinus","haddock",1,32,""
"BOF2016001",12,,"Doryteuthis pealeii","longfin inshore squid",4,136,""
"BOF2016001",12,13,"Urophycis chuss","red hake",11,920,""
"BOF2016001",12,12,"Urophycis tenuis","white hake",11,486,""
"BOF2016001",13,43,"Pseudopleuronectes americanus","winter flounder",490,44531,""
"BOF2016001",13,14,"Merluccius bilinearis","silver hake",703,50627,""
"BOF2016001",13,2550,"Homarus americanus","American lobster",89,80532,""
"BOF2016001",13,203,"Leucoraja erinacea","little skate",3,397,""
"BOF2016001",13,204,"Leucoraja ocellata","winter skate",1,118,""
"BOF2016001",13,2513,"Cancer irroratus","rock crab",7,1053,""
"BOF2016001",13,2511,"Cancer borealis","Jonah crab",1,182,""
"BOF2016001",13,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",83,2311,""
"BOF2016001",13,400,"Lophius americanus","monkfish",1,110,""
"BOF2016001",13,320,"Hemitripterus americanus","sea raven",12,5281,""
"BOF2016001",13,6611,"Cucumaria frondosa","orange-footed sea cucumber",18,5430,""
"BOF2016001",13,,"Unidentified sponge","Unidentified sponge",40,3850,""
"BOF2016001",13,40,"Hippoglossoides platessoides","American plaice",10,541,""
"BOF2016001",13,640,"Zoarces americanus","ocean pout",2,120,""
"BOF2016001",13,,"Doryteuthis pealeii","longfin inshore squid",5,299,""
"BOF2016001",13,,"Asterias vulgaris","northern sea star",14,900,""
"BOF2016001",13,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",2,170,""
"BOF2016001",13,2212,"Pandalus montagui","Montague shrimp",109,380,""
"BOF2016001",13,2417,"Crangon septemspinosa","sand shrimp",1,10,""
"BOF2016001",13,4342,"Clinocardium ciliatum","Iceland cockle",1,10,""
"BOF2016001",13,4338,"Astarte castanea","chestnut astarte",1,16,""
"BOF2016001",13,6411,"Strongylocentrotus droebachiensis","green sea urchin",2,14,""
"BOF2016001",13,13,"Urophycis chuss","red hake",62,3895,""
"BOF2016001",13,12,"Urophycis tenuis","white hake",29,1024,""
"BOF2016001",14,203,"Leucoraja erinacea","little skate",3,1247,""
"BOF2016001",14,2550,"Homarus americanus","American lobster",321,156627,""
"BOF2016001",14,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",278,19158,""
"BOF2016001",14,143,"Scophthalmus aquosus","windowpane flounder",10,1481,""
"BOF2016001",14,283,"Sebastes fasciatus","Acadian redfish",1,265,""
"BOF2016001",14,320,"Hemitripterus americanus","sea raven",2,104,""
"BOF2016001",14,,"Doryteuthis pealeii","longfin inshore squid",13,699,""
"BOF2016001",14,2212,"Pandalus montagui","Montague shrimp",54,260,""
"BOF2016001",14,2211,"Pandalus borealis","northern shrimp",7,89,""
"BOF2016001",14,,"Asterias vulgaris","northern sea star",3,300,""
"BOF2016001",14,6411,"Strongylocentrotus droebachiensis","green sea urchin",1,10,""
"BOF2016001",14,62,"Alosa pseudoharengus","alewife",7,822,""
"BOF2016001",14,640,"Zoarces americanus","ocean pout",2,119,""
"BOF2016001",14,701,"Peprilus triacanthus","butterfish ",10,499,""
"BOF2016001",14,2513,"Cancer irroratus","rock crab",1,125,""
"BOF2016001",14,40,"Hippoglossoides platessoides","American plaice",8,234,""
"BOF2016001",14,8613,"Suberites ficus","fig sponge",3,380,""
"BOF2016001",14,6611,"Cucumaria frondosa","orange-footed sea cucumber",97,25600,""
"BOF2016001",14,13,"Urophycis chuss","red hake",29,1944,""
"BOF2016001",14,12,"Urophycis tenuis","white hake",58,1813,""
"BOF2016001",14,43,"Pseudopleuronectes americanus","winter flounder",311,17716,""
"BOF2016001",21,4331,"Mytilus edulis","blue mussel",14,593,""
"BOF2016001",21,,"Ciona intestinalis","sea vase",1,104,""
"BOF2016001",21,,"Boltenia ovifera","stalked sea squirt",1,55,""
"BOF2016001",21,640,"Zoarces americanus","ocean pout",1,164,""
"BOF2016001",22,2550,"Homarus americanus","American lobster",31,26945,""
"BOF2016001",22,2513,"Cancer irroratus","rock crab",1,244,""
"BOF2016001",22,12,"Urophycis tenuis","white hake",3,438,""
"BOF2016001",22,,"Asterias vulgaris","northern sea star",2,230,""
"BOF2016001",22,4331,"Mytilus edulis","blue mussel",20,1004,""
"BOF2016001",22,8613,"Suberites ficus","fig sponge",3,48,""
"BOF2016001",22,4342,"Clinocardium ciliatum","Iceland cockle",1,5,""
"BOF2016001",22,4338,"Astarte castanea","chestnut astarte",1,5,""
"BOF2016001",22,4323,"Mercenaria mercenaria","quahog",1,12,""
"BOF2016001",22,4319,"Hiatella arctica","Arctic rock borer",1,2,""
"BOF2016001",22,43,"Pseudopleuronectes americanus","winter flounder",66,5347,""
"BOF2016001",22,13,"Urophycis chuss","red hake",1,136,""
"BOF2016001",22,10,"Gadus morhua","Atlantic cod",1,76,""
"BOF2016001",22,70,"Scomber scombrus","mackerel",1,96,""
"BOF2016001",22,283,"Sebastes fasciatus","Acadian redfish",7,1410,""
"BOF2016001",22,40,"Hippoglossoides platessoides","American plaice",1,23,""
"BOF2016001",22,,"Doryteuthis pealeii","longfin inshore squid",2,145,""
"BOF2016001",22,701,"Peprilus triacanthus","butterfish ",1,54,""
"BOF2016001",22,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",1,118,""
"BOF2016001",22,143,"Scophthalmus aquosus","windowpane flounder",5,528,""
"BOF2016001",22,2417,"Crangon septemspinosa","sand shrimp",1,3,""
